"id","hostid","name","roomtype","bathrooms","bedrooms","hostlistings","calendar_last_scraped","pricelast","reviewtotal","reviewspermonth","neighborhood","borough","latitude","longitude","minstay","maximum_nights","availability_30","availability_60","availability_90","availability_365","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_communication","review_scores_location","review_scores_value"
4785215,10502090,"Century House Doug Fir Room","Private room",NA,1,5,"2021-12-20",89,96,1.13,"Ward 2",NA,44.93448,-123.02103,2,1125,23,51,74,247,4.95,4.95,4.99,4.98,4.82,4.85
7293821,38202007,"Chauffeurs Room @ the Villa","Entire home/apt",NA,NA,1,"2021-12-20",113,355,4.54,"Ward 7",NA,44.92484,-123.0499,2,28,24,49,79,79,4.95,4.97,4.97,4.99,4.98,4.91
8524259,2421461,"Single room in Comfort Home","Private room",NA,1,2,"2021-12-20",65,3,0.06,"Ward 7",NA,44.89105,-123.06843,1,90,2,2,2,264,5,5,5,5,5,5
8698684,3208932,"Charming 1925 Craftsman centrally located!","Entire home/apt",NA,3,3,"2021-12-20",261,81,1.11,"Ward 2",NA,44.93305,-123.01985,3,31,0,14,32,150,4.78,4.81,4.53,4.98,4.9,4.83
9238563,48017737,"Spacious Suite w/ Private Sauna and AC in City","Entire home/apt",NA,1,1,"2021-12-20",92,360,4.88,"Ward 1",NA,44.95434,-123.05679,3,66,23,53,76,166,4.9,4.95,4.99,4.96,4.89,4.89
9477671,14797761,"Stylish Private Urban Guest House-Vaccine Required","Entire home/apt",NA,1,1,"2021-12-20",76,524,8.01,"Ward 1",NA,44.95668,-123.02635,1,14,9,32,51,51,4.98,4.99,5,4.99,4.94,4.93
9597053,18810608,"Spacious home near downtown Salem","Entire home/apt",NA,1,1,"2021-12-20",79,210,2.89,"Ward 1",NA,44.95171,-123.04056,3,1125,10,25,52,104,4.89,4.92,4.91,4.99,4.68,4.93
9956213,38945057,"Immaculate home with Central AC in SE Salem","Entire home/apt",NA,3,1,"2021-12-20",190,100,1.38,"Ward 4",NA,44.8759,-123.0604,2,30,20,50,80,170,4.93,4.98,4.94,4.99,4.88,4.89
10074172,51689419,"Relax in a  Quiet Peaceful Historic House","Private room",NA,1,4,"2021-12-20",79,157,2.18,"Ward 1",NA,44.94404,-123.0128,1,100,30,60,90,180,4.47,4.66,4.47,4.83,4.81,4.58
11362008,3208932,"Travel Inspired King Room (+ desk), Central Salem","Private room",NA,1,3,"2021-12-20",40,366,5.29,"Ward 2",NA,44.93135,-123.02125,1,30,18,47,77,130,4.87,4.93,4.76,4.98,4.95,4.94
12588161,68279432,"Home away from home","Private room",NA,1,1,"2021-12-20",35,63,0.92,"Ward 2",NA,44.91015,-123.03455,14,1125,0,5,35,310,4.86,4.97,4.97,4.94,4.9,4.92
12892550,972844,"Peaceful Room in Salem Historic Neighborhood","Private room",NA,1,1,"2021-12-20",84,134,1.96,"Ward 1",NA,44.94406,-123.01257,1,1125,28,58,88,178,4.41,4.63,4.53,4.71,4.77,4.54
13238464,18605800,"House on the Corner","Private room",NA,2,1,"2021-12-20",80,47,1.67,"Ward 1",NA,44.94813,-123.02608,2,16,2,23,53,53,4.96,4.98,5,4.96,5,4.94
13620753,78890374,"Private Suite 5 mins to Downtown /60 mins to Coast","Private room",NA,1,1,"2021-12-20",67,382,5.72,"Ward 8",NA,44.9622,-123.0696,1,1125,4,34,64,331,4.97,4.96,4.98,4.99,4.94,4.98
13960938,19196434,"2 Bedrooms/Private Entry/Private Bath, S Salem","Private room",NA,2,1,"2021-12-20",55,153,2.36,"Ward 7",NA,44.90361,-123.05791,3,30,20,45,75,165,4.88,4.93,4.94,4.95,4.95,4.97
14077210,2666789,"Light filled Art Loft on Fairmount Hill","Entire home/apt",NA,NA,1,"2021-12-20",111,242,3.69,"Ward 7",NA,44.92325,-123.04947,2,30,16,16,18,30,4.98,5,5,4.99,4.97,4.94
14556351,83848627,"Ben Lomond House","Entire home/apt",NA,4,1,"2021-12-20",307,100,1.54,"Ward 2",NA,44.91678,-123.03907,2,1125,24,52,79,328,4.82,4.86,4.65,4.96,4.94,4.79
14967922,89181819,"5-star 4-Bedroom home near WIllamette University","Entire home/apt",NA,4,3,"2021-12-20",189,6,0.15,"Ward 7",NA,44.92076,-123.04577,3,1125,3,3,3,179,5,5,4.67,5,5,5
15272064,49073704,"Vista Manor Peacock room. Queen bed ensuite bath.","Private room",NA,1,5,"2021-12-20",55,627,9.91,"Ward 2",NA,44.91144,-123.042,1,90,18,45,75,75,4.94,4.97,4.93,4.98,4.95,4.96
15815105,49073704,"Vista Manor master suite, King bed ensuite bath.","Private room",NA,1,5,"2021-12-20",77,409,6.61,"Ward 2",NA,44.91053,-123.04181,1,1125,22,51,81,81,4.96,4.98,4.96,4.99,4.94,4.98
16690039,3208932,"Bright Queen Room (+ large desk) in Central Salem","Private room",NA,1,3,"2021-12-20",38,235,3.91,"Ward 2",NA,44.9315,-123.01878,1,30,21,50,80,133,4.86,4.94,4.77,4.97,4.91,4.95
17111184,10502090,"Century House Cedar Room with lots of space, light","Private room",NA,1,5,"2021-12-20",105,24,0.41,"Ward 2",NA,44.93432,-123.02128,2,1125,12,12,12,196,5,4.96,5,5,4.96,5
17238122,102278503,"Pringle creek furnished flats","Entire home/apt",NA,1,3,"2021-12-20",182,4,0.27,"Ward 2",NA,44.92509,-123.03197,60,1125,18,48,78,353,4.25,4.5,3.75,4.5,4.5,4
17238244,22605257,"1920s Cottage - Walk in the Park  19-104415-LI","Entire home/apt",NA,2,1,"2021-12-20",133,401,6.95,"Ward 7",NA,44.92769,-123.04669,1,1125,7,28,51,257,4.95,4.97,4.98,4.97,4.94,4.93
17424096,35861426,"Cozy Bedroom in a townhouse","Private room",NA,1,1,"2021-12-20",47,13,0.23,"Ward 4",NA,44.86694,-123.03125,2,1125,10,40,70,345,5,4.92,4.85,5,4.67,5
18654723,49211542,"Paxson House - Toscono Room","Private room",NA,1,1,"2021-12-20",75,7,0.13,"Ward 3",NA,44.90607,-123.0308,2,14,0,0,0,78,5,5,4.86,5,5,5
19144944,133856626,"Country Garden Retreat","Entire home/apt",NA,1,1,"2021-12-20",80,221,4.13,"Ward 3",NA,44.88863,-122.95169,2,28,13,41,65,148,4.98,4.99,4.95,4.99,4.93,4.97
19388806,42050514,"Cindy's Nook,  Suite, w/Private Entrance & Sauna","Private room",NA,1,1,"2021-12-20",85,261,4.81,"Ward 7",NA,44.91655,-123.04683,1,1125,0,2,2,200,4.95,4.98,5,4.97,4.94,4.93
19468058,29091120,"Long Stays:  Clean Cozy Crazy Cool Living!","Entire home/apt",NA,1,1,"2021-12-20",99,31,0.59,"Ward 4",NA,44.87809,-123.03331,10,1125,0,0,0,77,4.94,5,4.94,5,4.94,4.9
19532562,134427390,"Historic Cottage close to downtown for Eclipse","Entire home/apt",NA,1,1,"2021-12-20",1000,1,0.02,"Ward 1",NA,44.93868,-123.02154,2,6,30,60,90,365,5,5,5,5,5,5
19703543,138834613,"In Eclipse Zone: Private Master Bedroom w/ Bath","Private room",NA,1,1,"2021-12-20",505,0,NA,"Ward 4",NA,44.8661,-123.01542,2,7,28,58,88,178,NA,NA,NA,NA,NA,NA
19840044,17012934,"Sunnyslope Retreat - Private Entry, Fireplace & AC","Entire home/apt",NA,1,1,"2021-12-20",101,138,2.59,"Ward 7",NA,44.89607,-123.06258,3,28,16,28,45,133,4.99,5,5,4.99,4.94,4.96
19983672,141740262,"Classic Town Home on 50 acres of wetlands","Private room",NA,1,1,"2021-12-20",65,1,0.02,"Ward 4",NA,44.85853,-123.02099,2,90,18,48,78,168,5,5,5,5,5,5
20011950,2421461,"Private Room in Comfort Home","Private room",NA,1,2,"2021-12-20",90,1,0.02,"Ward 7",NA,44.89192,-123.06963,1,1125,19,49,60,60,5,5,4,5,5,5
20014682,93510253,"**Private bedroom available SOLAR ECLIPSE","Private room",NA,1,2,"2021-12-20",301,0,NA,"Ward 2",NA,44.92134,-123.03794,2,1125,30,60,90,180,NA,NA,NA,NA,NA,NA
20015604,93510253,"Private bedroom available for **ECLIPSE**","Private room",NA,1,2,"2021-12-20",249,1,0.02,"Ward 2",NA,44.9198,-123.03812,2,1125,29,59,89,89,5,5,5,5,5,5
20035307,90246105,"Sweet private suite and more","Entire home/apt",NA,1,1,"2021-12-20",72,115,2.17,"Ward 1",NA,44.95033,-123.01447,2,30,0,0,0,164,4.93,4.95,4.97,4.96,4.94,4.96
20072558,142659171,"Myrtle Cottage Guest House","Entire home/apt",NA,1,1,"2021-12-20",81,102,1.94,"Ward 8",NA,44.94082,-123.08049,3,90,0,0,0,261,4.8,4.88,4.88,4.91,4.92,4.84
20194079,143799403,"Luxury condo available for eclipse!","Entire home/apt",NA,2,1,"2021-12-20",675,0,NA,"Ward 4",NA,44.86797,-123.01836,2,4,28,58,88,363,NA,NA,NA,NA,NA,NA
20231503,49073704,"Vista Manor Elephant Room ensuite  bath, king bed.","Private room",NA,1,5,"2021-12-20",55,221,4.17,"Ward 2",NA,44.91154,-123.04225,1,90,14,42,72,72,4.93,4.96,4.93,4.99,4.96,4.92
20232827,144041038,"Homebydesign4u","Entire home/apt",NA,3,1,"2021-12-20",180,120,2.37,"Ward 3",NA,44.89761,-123.04809,2,1125,12,39,61,147,4.95,4.95,4.92,4.98,4.9,4.91
20304963,89181819,"Handsome Mini-suite near Willamette University","Private room",NA,1,3,"2021-12-20",80,5,0.09,"Ward 7",NA,44.92055,-123.04557,2,1125,12,42,72,138,5,5,4.8,5,5,5
20329857,144680856,"COZY PRIVATE SOLAR ECLIPSE DESTINATION - AUG 18-22","Entire home/apt",NA,1,1,"2021-12-20",1000,0,NA,"Ward 2",NA,44.92015,-123.03253,2,5,30,60,90,365,NA,NA,NA,NA,NA,NA
20329904,145045803,"Immaculate and Quiet Home Centrally Located","Entire home/apt",NA,5,1,"2021-12-20",600,31,0.71,"Ward 3",NA,44.89836,-123.02931,3,6,23,53,83,347,4.97,5,5,5,4.94,4.87
20332534,78623911,"Wine country home nestled in the West Salem hills.","Entire home/apt",NA,3,1,"2021-12-20",195,51,1.42,"Ward 8",NA,44.95233,-123.08063,2,120,23,53,83,186,4.98,4.98,4.94,4.94,4.96,4.84
20332895,28103304,"West Salem House in the Hills","Entire home/apt",NA,3,1,"2021-12-20",150,66,1.53,"Ward 8",NA,44.94164,-123.07127,2,5,0,0,0,57,4.98,4.98,4.83,4.95,4.94,4.97
20354050,67222384,"Eclectic Private Guest Qtrs Oregon 3D Art w/Spa","Private room",NA,1,2,"2021-12-20",136,70,1.45,"Ward 5",NA,44.99369,-122.98669,1,1125,30,60,90,365,4.77,4.91,4.77,4.94,4.84,4.7
20442080,145860318,"$1000/room, Premium Home for Eclipse Viewing","Private room",NA,3,1,"2021-12-20",3000,0,NA,"Ward 8",NA,44.93919,-123.08806,1,4,29,59,89,364,NA,NA,NA,NA,NA,NA
20455186,146014773,"Golf course community 3 bedroom 2 bath - eclipse.","Entire home/apt",NA,3,1,"2021-12-20",750,1,0.02,"Ward 4",NA,44.86756,-123.03891,1,1125,29,59,89,89,4,4,4,5,4,1
20463851,97475069,"Downtown Studio w/ Rooftop Patio","Entire home/apt",NA,1,1,"2021-12-20",130,36,1.44,"Ward 1",NA,44.94275,-123.03786,1,1125,23,53,83,83,4.78,4.86,4.67,4.81,4.89,4.64
20494604,89181819,"Sunlit Mini-Suite  near Willamette University","Private room",NA,1,3,"2021-12-20",75,1,0.02,"Ward 7",NA,44.92067,-123.04703,2,1125,12,42,72,130,5,NA,5,NA,NA,NA
20537027,62669634,"Eclipse viewing","Private room",NA,1,1,"2021-12-20",175,0,NA,"Ward 7",NA,44.87153,-123.07813,2,3,30,60,90,365,NA,NA,NA,NA,NA,NA
20555651,49073704,"Vista Manor butterfly room, King bed/ private bath","Private room",NA,1,5,"2021-12-20",47,41,0.78,"Ward 2",NA,44.91074,-123.04313,1,1125,3,3,3,3,4.98,5,4.98,4.98,4.95,4.98
20638909,121688409,"Historic & Charming Salem Home w/Mill Creek Views!","Entire home/apt",NA,2,2,"2021-12-20",207,4,0.09,"Ward 1",NA,44.93764,-123.01688,2,1125,17,47,62,296,5,5,5,3,4.5,4
20843302,121661305,"*Quiet Residential Home For Traveling Nurses","Private room",NA,1,2,"2021-12-20",32,12,0.24,"Ward 4",NA,44.87962,-123.01718,7,1125,0,0,0,172,5,5,5,5,5,5
21552585,67222384,"Turn of the Century Charmer Oregon 3D Chainsaw Art","Private room",NA,1,2,"2021-12-20",82,26,0.53,"Ward 5",NA,44.99363,-122.9864,2,1125,24,54,84,359,4.88,4.96,4.77,4.96,4.73,4.77
22215712,161312832,"Private bedroom close to I-5","Private room",NA,1,1,"2021-12-20",85,256,5.28,"Ward 4",NA,44.87854,-123.03973,1,4,30,59,89,89,4.82,4.91,4.84,4.93,4.9,4.93
23002857,10502090,"Century House apartment in the heart of Salem","Private room",NA,3,5,"2021-12-20",250,0,NA,"Ward 2",NA,44.93357,-123.02107,3,1125,23,51,74,293,NA,NA,NA,NA,NA,NA
23234197,9643500,"Convenient, modern family home SE Salem near I5","Entire home/apt",NA,2,1,"2021-12-20",187,90,1.99,"Ward 4",NA,44.87183,-123.03444,2,30,19,45,75,75,4.9,4.92,4.8,4.93,4.9,4.84
23251563,52551969,"Country Charm Near Downtown | Private Yard","Entire home/apt",NA,3,1,"2021-12-20",180,14,0.31,"Ward 2",NA,44.93739,-123.01231,3,40,18,48,78,168,4.93,5,4.79,5,4.93,4.71
23320790,121661305,"Quiet Residential Home For Traveling Nurses","Private room",NA,1,2,"2021-12-20",32,4,0.15,"Ward 4",NA,44.87892,-123.01769,7,1125,3,3,28,303,5,5,5,5,5,5
24019630,10502090,"Century House Maple Suite 18-102571 LI","Private room",NA,2,5,"2021-12-20",155,18,0.4,"Ward 2",NA,44.93373,-123.01971,2,1125,25,53,76,296,4.94,5,4.89,5,4.89,4.94
24155499,32693061,"Restful and Clean Guest Studio (monthly discount)","Entire home/apt",NA,1,1,"2021-12-20",96,315,7.02,"Ward 1",NA,44.94522,-123.01158,2,1125,2,17,47,59,5,4.98,4.99,4.99,4.96,4.96
24780208,49073704,"Guest Cottage at Vista Manor","Entire home/apt",NA,1,5,"2021-12-20",113,398,9,"Ward 2",NA,44.91053,-123.04313,1,1125,9,39,69,69,4.93,4.94,4.87,4.97,4.94,4.92
25425938,190791737,"Charming Wilmette Valley hideaway","Entire home/apt",NA,4,1,"2021-12-20",350,15,0.35,"Ward 4",NA,44.87567,-123.00046,3,5,18,48,78,335,4.86,4.86,4.79,5,4.93,4.64
25873321,89498854,"Ground floor guest suite: city, woods, wineries","Entire home/apt",NA,1,1,"2021-12-20",91,102,2.4,"Ward 7",NA,44.89687,-123.07442,2,1125,1,1,3,213,4.99,4.99,4.96,4.99,4.97,4.99
27631253,132897916,"Classic Cottage Bungalow","Private room",NA,1,2,"2021-12-20",75,229,5.6,"Ward 1",NA,44.95262,-123.01072,1,1125,17,44,69,337,4.95,4.94,4.96,4.97,4.97,4.93
29382038,221348317,"South Salem - Home Away From Home","Entire home/apt",NA,3,2,"2021-12-20",176,169,4.41,"Ward 4",NA,44.87878,-123.04529,2,1125,20,48,75,155,4.98,4.95,4.96,4.96,4.91,4.93
29730707,132897916,"Cozy Cellar Retreat in 1900's Bungalow","Entire home/apt",NA,2,2,"2021-12-20",135,21,0.56,"Ward 1",NA,44.93382,-123.04491,90,1125,0,0,0,174,4.9,5,5,5,4.71,4.95
30340285,17219224,"Beautiful Suite Near Downtown & Bush Park","Entire home/apt",NA,1,2,"2021-12-20",55,44,1.19,"Ward 2",NA,44.92324,-123.03954,30,365,5,14,14,233,4.8,4.89,4.82,4.93,4.93,4.8
30442754,228558574,"Willamette Valley Bungalow in Salem, Oregon","Entire home/apt",NA,1,1,"2021-12-20",169,67,1.85,"Ward 7",NA,44.91814,-123.04716,2,80,19,49,79,351,4.84,4.9,4.81,4.94,4.88,4.66
30856834,142557811,"Gorgeous Historical House, Walk to Downtown Salem","Entire home/apt",NA,3,2,"2021-12-20",327,61,1.69,"Ward 2",NA,44.93366,-123.04112,2,29,26,54,84,246,4.93,4.97,4.97,4.93,5,4.87
31005128,142557811,"Near Downtown Private Guest House Covered Parking!","Entire home/apt",NA,1,2,"2021-12-20",135,77,2.13,"Ward 2",NA,44.93266,-123.0124,1,29,26,56,86,98,4.91,4.94,4.96,4.96,4.81,4.82
31907842,18601259,"Central Salem Suite with Kitchen","Entire home/apt",NA,2,1,"2021-12-20",92,222,6.54,"Ward 1",NA,44.94926,-123.02469,1,1125,17,30,30,30,4.89,4.94,4.95,4.91,4.92,4.89
32018098,240057378,"Oregon Winemakers Beautiful Colonial in Salem","Entire home/apt",NA,4,1,"2021-12-20",299,75,2.36,"Ward 8",NA,44.9706,-123.07798,2,1125,18,46,71,322,4.95,4.89,4.97,4.93,4.87,4.79
32133603,142420980,"Creekside View - Large 2 Bedroom 2 Bath Condo","Entire home/apt",NA,2,6,"2021-12-20",155,116,3.33,"Ward 1",NA,44.94581,-123.03162,1,81,4,17,42,295,4.78,4.9,4.82,4.92,4.76,4.81
32318245,84296528,"Croisan Creek Cottage, South Salem","Entire home/apt",NA,3,1,"2021-12-20",141,88,2.58,"Ward 7",NA,44.90968,-123.07327,2,1125,2,2,2,156,4.67,4.76,4.61,4.83,4.85,4.72
32640764,99619504,"Cozy and Convenient Hayesville Home","Entire home/apt",NA,4,1,"2021-12-20",257,65,1.97,"Ward 5",NA,44.98281,-122.96014,2,1125,0,0,0,118,4.91,4.95,4.94,5,4.97,4.88
33344083,138796271,"A Willamette Valley Wine Retreat","Private room",NA,1,1,"2021-12-20",49,34,1.08,"Ward 3",NA,44.89717,-123.02896,2,20,23,53,83,358,4.97,4.97,4.97,5,5,4.91
33528630,88052328,"The Garage","Entire home/apt",NA,NA,1,"2021-12-20",76,223,6.95,"Ward 1",NA,44.9472,-123.02004,1,15,11,37,67,316,4.98,4.96,4.98,4.98,4.96,4.95
33564568,11493566,"Private room with movie projector and 27"" computer","Private room",NA,1,1,"2021-12-20",49,82,2.52,"Ward 2",NA,44.9359,-123.01263,4,1125,19,49,79,161,4.85,4.96,4.91,4.96,4.89,4.9
